lang,raw,gold,pred_A,pred_B,is_nonstandard,A_correct,B_correct,change
ja,友人,友人,友人,友人,False,True,True,both_TN
ja,友達,友達,友達,友達,False,True,True,both_TN
ja,反応,反応,反応,反応,False,True,True,both_TN
ja,反映,反映,反映,反映,False,True,True,both_TN
ja,取っ,取っ,取っ,取っ,False,True,True,both_TN
ja,取り組み,取り組み,取り組み,取り組み,False,True,True,both_TN
ja,取る,取る,取る,取る,False,True,True,both_TN
ja,受かり,受かり,受かり,受かり,False,True,True,both_TN
ja,受け,受け,受け,受け,False,True,True,both_TN
ja,受け入れ,受け入れ,受け入れ,受け入れ,False,True,True,both_TN
ja,受け止め,受け止める,受け止め,受け止め,True,False,False,both_wrong
ja,受容,受容,受容,受容,False,True,True,both_TN
ja,口,口,口,口,False,True,True,both_TN
ja,古文,古文,古文,古文,False,True,True,both_TN
ja,叩か,叩か,叩か,叩か,False,True,True,both_TN
ja,可愛,可愛,可愛,可愛,False,True,True,both_TN
ja,可愛い,可愛い,可愛い,可愛い,False,True,True,both_TN
ja,可愛かっ,可愛かっ,可愛かっ,可愛かっ,False,True,True,both_TN
ja,台,台,台,台,False,True,True,both_TN
ja,右折,右折,右折,右折,False,True,True,both_TN
ja,右腕,右腕,右腕,右腕,False,True,True,both_TN
ja,右足,右足,右足,右足,False,True,True,both_TN
ja,号,号,号,号,False,True,True,both_TN
ja,合い,合い,合い,合い,False,True,True,both_TN
ja,合っ,合っ,合っ,合っ,False,True,True,both_TN
ja,合わせ,合わせ,合わせ,合わせ,False,True,True,both_TN
ja,合体,合体,合体,合体,False,True,True,both_TN
ja,同じ,同じ,同じ,同じ,False,True,True,both_TN
ja,同期,同期,同期,同期,False,True,True,both_TN
ja,名,名,名,名,False,True,True,both_TN
ja,名乗り,名乗り,名乗り,名乗り,False,True,True,both_TN
ja,名前,名前,名前,名前,False,True,True,both_TN
ja,名古屋,名古屋,名古屋,名古屋,False,True,True,both_TN
ja,名言集,名言集,名言集,名言集,False,True,True,both_TN
ja,吐い,吐い,吐い,吐い,False,True,True,both_TN
ja,吐き,吐き,吐き,吐き,False,True,True,both_TN
ja,吐き出す,吐き出す,吐き出す,吐き出す,False,True,True,both_TN
ja,向い,向い,向い,向い,False,True,True,both_TN
ja,向か,向か,向か,向か,False,True,True,both_TN
ja,向け,向け,向け,向け,False,True,True,both_TN
ja,向こう,向こう,向こう,向こう,False,True,True,both_TN
ja,君,君,君,君,False,True,True,both_TN
ja,否定,否定,否定,否定,False,True,True,both_TN
ja,含め,含め,含め,含め,False,True,True,both_TN
ja,吸っ,吸っ,吸っ,吸っ,False,True,True,both_TN
ja,周り,周り,周り,周り,False,True,True,both_TN
ja,周辺,周辺,周辺,周辺,False,True,True,both_TN
ja,味,味,味,味,False,True,True,both_TN
ja,味の素,味の素,味の素,味の素,False,True,True,both_TN
ja,呼ぶ,呼ぶ,呼ぶ,呼ぶ,False,True,True,both_TN
ja,呼ん,呼ん,呼ん,呼ん,False,True,True,both_TN
ja,和歌山市民図書館,和歌山市民図書館,和歌山市民図書館,和歌山市民図書館,False,True,True,both_TN
ja,和歌山県民,和歌山県民,和歌山県民,和歌山県民,False,True,True,both_TN
ja,品,品,品,品,False,True,True,both_TN
ja,商品名,商品名,商品名,商品名,False,True,True,both_TN
ja,商売,商売,商売,商売,False,True,True,both_TN
ja,喜ば,喜ば,喜ば,喜ば,False,True,True,both_TN
ja,喧嘩,喧嘩,喧嘩,喧嘩,False,True,True,both_TN
ja,噛ま,噛ま,噛ま,噛ま,False,True,True,both_TN
ja,回,回,回,回,False,True,True,both_TN
ja,回っ,回っ,回っ,回っ,False,True,True,both_TN
ja,回る,回る,回る,回る,False,True,True,both_TN
ja,回復,回復,回復,回復,False,True,True,both_TN
ja,図,図,図,図,False,True,True,both_TN
ja,固まっ,固まっ,固まっ,固まっ,False,True,True,both_TN
ja,国保,国民健康保険,国保,国保,True,False,False,both_wrong
ja,国内,国内,国内,国内,False,True,True,both_TN
ja,国際空港,国際空港,国際空港,国際空港,False,True,True,both_TN
ja,土地,土地,土地,土地,False,True,True,both_TN
ja,土日,土曜日 と 日曜日,土曜日,土日,True,False,False,both_wrong
ja,在宅ワーク,在宅ワーク,在宅ワーク,在宅ワーク,False,True,True,both_TN
ja,地,地,地,地,False,True,True,both_TN
ja,地下,地下,地下,地下,False,True,True,both_TN
ja,地元,地元,地元,地元,False,True,True,both_TN
ja,地獄温泉,地獄温泉,地獄温泉,地獄温泉,False,True,True,both_TN
ja,型,型,型,型,False,True,True,both_TN
ja,埋まっ,埋まっ,埋まっ,埋まっ,False,True,True,both_TN
ja,城,城,城,城,False,True,True,both_TN
ja,執行猶予,執行猶予,執行猶予,執行猶予,False,True,True,both_TN
ja,基づき,基づき,基づき,基づき,False,True,True,both_TN
ja,基本,基本,基本,基本,False,True,True,both_TN
ja,基本的,基本的,基本的,基本的,False,True,True,both_TN
ja,基礎,基礎,基礎,基礎,False,True,True,both_TN
ja,堅く,硬く,堅く,堅く,True,False,False,both_wrong
ja,報いん,報いん,報いん,報いん,False,True,True,both_TN
ja,場,場,場,場,False,True,True,both_TN
ja,場合,場合,場合,場合,False,True,True,both_TN
ja,場所,場所,場所,場所,False,True,True,both_TN
ja,塊,塊,塊,塊,False,True,True,both_TN
ja,塩胡椒,塩胡椒,塩胡椒,塩胡椒,False,True,True,both_TN
ja,増え,増え,増え,増え,False,True,True,both_TN
ja,声,声,声,声,False,True,True,both_TN
ja,売っ,売っ,売っ,売っ,False,True,True,both_TN
ja,変,変,変,変,False,True,True,both_TN
ja,変わっ,変わっ,変わっ,変わっ,False,True,True,both_TN
ja,変わり,変わり,変わり,変わり,False,True,True,both_TN
ja,変化,変化,変化,変化,False,True,True,both_TN
ja,夏,夏,夏,夏,False,True,True,both_TN
ja,夏への扉,夏への扉,夏への扉,夏への扉,False,True,True,both_TN
ja,外,外,外,外,False,True,True,both_TN
ja,外れ,外れ,外れ,外れ,False,True,True,both_TN
ja,多,多,多,多,False,True,True,both_TN
ja,多い,多い,多い,多い,False,True,True,both_TN
ja,多く,多く,多く,多く,False,True,True,both_TN
ja,多め,多め,多め,多め,False,True,True,both_TN
ja,多分,多分,多分,多分,False,True,True,both_TN
ja,夜,夜,夜,夜,False,True,True,both_TN
ja,夜中,夜中,夜中,夜中,False,True,True,both_TN
ja,夜更かし,夜更かし,夜更かし,夜更かし,False,True,True,both_TN
ja,夜風,夜風,夜風,夜風,False,True,True,both_TN
ja,夢,夢,夢,夢,False,True,True,both_TN
ja,夢に,夢に,夢に,夢に,False,True,True,both_TN
ja,大した,大した,大した,大した,False,True,True,both_TN
ja,大丈夫,大丈夫,大丈夫,大丈夫,False,True,True,both_TN
ja,大事,大事,大事,大事,False,True,True,both_TN
ja,大人,大人,大人,大人,False,True,True,both_TN
ja,大叔父,大叔父,大叔父,大叔父,False,True,True,both_TN
ja,大喜利,大喜利,大喜利,大喜利,False,True,True,both_TN
ja,大好き,大好き,大好き,大好き,False,True,True,both_TN
ja,大学,大学,大学,大学,False,True,True,both_TN
ja,大抵,大抵,大抵,大抵,False,True,True,both_TN
ja,大爆笑,大爆笑,大爆笑,大爆笑,False,True,True,both_TN
ja,大発見,大発見,大発見,大発見,False,True,True,both_TN
ja,大魔神,大魔神,大魔神,大魔神,False,True,True,both_TN
ja,天,天,天,天,False,True,True,both_TN
ja,天国,天国,天国,天国,False,True,True,both_TN
ja,太ら,太ら,太ら,太ら,False,True,True,both_TN
ja,太字,太字,太字,太字,False,True,True,both_TN
ja,夫人,夫人,夫人,夫人,False,True,True,both_TN
ja,失格,失格,失格,失格,False,True,True,both_TN
ja,失業率,失業率,失業率,失業率,False,True,True,both_TN
ja,好き,好き,好き,好き,False,True,True,both_TN
ja,好きな人,好きな人,好きな人,好きな人,False,True,True,both_TN
ja,始まり,始まり,始まり,始まり,False,True,True,both_TN
ja,始め,始め,始め,始め,False,True,True,both_TN
ja,姿,姿,姿,姿,False,True,True,both_TN
ja,媒体,媒体,媒体,媒体,False,True,True,both_TN
ja,嫌,嫌,嫌,嫌,False,True,True,both_TN
ja,嫌い,嫌い,嫌い,嫌い,False,True,True,both_TN
ja,嫌わ,嫌わ,嫌わ,嫌わ,False,True,True,both_TN
ja,嬉しい,嬉しい,嬉しい,嬉しい,False,True,True,both_TN
ja,嬉しかっ,嬉しかっ,嬉しかっ,嬉しかっ,False,True,True,both_TN
ja,嬉しく,嬉しく,嬉しく,嬉しく,False,True,True,both_TN
ja,子供,子供,子供,子供,False,True,True,both_TN
ja,子供たち,子供たち,子供たち,子供たち,False,True,True,both_TN
ja,字,字,字,字,False,True,True,both_TN
ja,字面,字面,字面,字面,False,True,True,both_TN
ja,存在,存在,存在,存在,False,True,True,both_TN
ja,存続,存続,存続,存続,False,True,True,both_TN
ja,学ん,学ん,学ん,学ん,False,True,True,both_TN
ja,学校,学校,学校,学校,False,True,True,both_TN
ja,学生,学生,学生,学生,False,True,True,both_TN
ja,学生時代,学生時代,学生時代,学生時代,False,True,True,both_TN
ja,宇宙,宇宙,宇宙,宇宙,False,True,True,both_TN
ja,守ら,守ら,守ら,守ら,False,True,True,both_TN
ja,安全,安全,安全,安全,False,True,True,both_TN
ja,安全性,安全性,安全性,安全性,False,True,True,both_TN
ja,安定,安定,安定,安定,False,True,True,both_TN
ja,完了,完了,完了,完了,False,True,True,both_TN
ja,完全,完全,完全,完全,False,True,True,both_TN
ja,完璧,完璧,完璧,完璧,False,True,True,both_TN
ja,完璧主義,完璧主義,完璧主義,完璧主義,False,True,True,both_TN
ja,定型,定型,定型,定型,False,True,True,both_TN
ja,定期,定期,定期,定期,False,True,True,both_TN
ja,定期券,定期券,定期券,定期券,False,True,True,both_TN
ja,定義,定義,定義,定義,False,True,True,both_TN
ja,実,実,実,実,False,True,True,both_TN
ja,実名,実名,実名,実名,False,True,True,both_TN
ja,実家,実家,実家,実家,False,True,True,both_TN
ja,実況,実況,実況,実況,False,True,True,both_TN
ja,実現,実現,実現,実現,False,True,True,both_TN
ja,家,家,家,家,False,True,True,both_TN
ja,家事,家事,家事,家事,False,True,True,both_TN
ja,家畜,家畜,家畜,家畜,False,True,True,both_TN
ja,寝,寝,寝,寝,False,True,True,both_TN
ja,寝付け,寝付け,寝付け,寝付け,False,True,True,both_TN
ja,対象,対象,対象,対象,False,True,True,both_TN
ja,封印,封印,封印,封印,False,True,True,both_TN
ja,封鎖,封鎖,封鎖,封鎖,False,True,True,both_TN
ja,小さい,小さい,小さい,小さい,False,True,True,both_TN
ja,小さな世界,小さな世界,小さな世界,小さな世界,False,True,True,both_TN
ja,小学校,小学校,小学校,小学校,False,True,True,both_TN
ja,少し,少し,少し,少し,False,True,True,both_TN
ja,少ない,少ない,少ない,少ない,False,True,True,both_TN
ja,少なく,少なく,少なく,少なく,False,True,True,both_TN
ja,少女,少女,少女,少女,False,True,True,both_TN
ja,居,居,居,居,False,True,True,both_TN
ja,居ら,居ら,居ら,居ら,False,True,True,both_TN
ja,居る,居る,居る,居る,False,True,True,both_TN
ja,山奥,山奥,山奥,山奥,False,True,True,both_TN
ja,崩れ落ち,崩れ落ち,崩れ落ち,崩れ落ち,False,True,True,both_TN
ja,川,川,川,川,False,True,True,both_TN
ja,巡らせ,巡らせ,巡らせ,巡らせ,False,True,True,both_TN
ja,工夫,工夫,工夫,工夫,False,True,True,both_TN
ja,左腕,左腕,左腕,左腕,False,True,True,both_TN
ja,左足,左足,左足,左足,False,True,True,both_TN
ja,市駅,市駅,市駅,市駅,False,True,True,both_TN
ja,布教,布教,布教,布教,False,True,True,both_TN
ja,帰っ,帰っ,帰っ,帰っ,False,True,True,both_TN
ja,帰る,帰る,帰る,帰る,False,True,True,both_TN
ja,帰れ,帰れ,帰れ,帰れ,False,True,True,both_TN
ja,常に,常に,常に,常に,False,True,True,both_TN
ja,平和,平和,平和,平和,False,True,True,both_TN
ja,平日,平日,平日,平日,False,True,True,both_TN
ja,平気,平気,平気,平気,False,True,True,both_TN
ja,平行,平行,平行,平行,False,True,True,both_TN
ja,年,年,年,年,False,True,True,both_TN
ja,幸せ,幸せ,幸せ,幸せ,False,True,True,both_TN
ja,広い,広い,広い,広い,False,True,True,both_TN
ja,店員,店員,店員,店員,False,True,True,both_TN
ja,廃盤,廃盤,廃盤,廃盤,False,True,True,both_TN
ja,引き,引き,引き,引き,False,True,True,both_TN
ja,引きこもり,引きこもり,引きこもり,引きこもり,False,True,True,both_TN
ja,引きこもる,引きこもる,引きこもる,引きこもる,False,True,True,both_TN
ja,引き続き,引き続き,引き続き,引き続き,False,True,True,both_TN
ja,引き込ん,引き込ん,引き込ん,引き込ん,False,True,True,both_TN
ja,引用,引用,引用,引用,False,True,True,both_TN
ja,引用元,引用元,引用元,引用元,False,True,True,both_TN
ja,引越し,引越し,引越し,引越し,False,True,True,both_TN
ja,弱い,弱い,弱い,弱い,False,True,True,both_TN
ja,弱かっ,弱かっ,弱かっ,弱かっ,False,True,True,both_TN
ja,張っ,張っ,張っ,張っ,False,True,True,both_TN
ja,強,強,強,強,False,True,True,both_TN
ja,強い,強い,強い,強い,False,True,True,both_TN
ja,強く,強く,強く,強く,False,True,True,both_TN
ja,当たっ,当たっ,当たっ,当たっ,False,True,True,both_TN
ja,当たり前,当たり前,当たり前,当たり前,False,True,True,both_TN
ja,当て,当て,当て,当て,False,True,True,both_TN
ja,形,形,形,形,False,True,True,both_TN
ja,形成,形成,形成,形成,False,True,True,both_TN
ja,役,役,役,役,False,True,True,both_TN
ja,役に立つ,役に立つ,役に立つ,役に立つ,False,True,True,both_TN
ja,待ち,待ち,待ち,待ち,False,True,True,both_TN
ja,待遇,待遇,待遇,待遇,False,True,True,both_TN
ja,後々,後々,後々,後々,False,True,True,both_TN
ja,後ろ,後ろ,後ろ,後ろ,False,True,True,both_TN
ja,得,得,得,得,False,True,True,both_TN
ja,得意,得意,得意,得意,False,True,True,both_TN
ja,復讐,復讐,復讐,復讐,False,True,True,both_TN
ja,復讐するは我にあり,復讐するは我にあり,復讐するは我にあり,復讐するは我にあり,False,True,True,both_TN
ja,微妙,微妙,微妙,微妙,False,True,True,both_TN
ja,徴候,徴候,徴候,徴候,False,True,True,both_TN
ja,心,心,心,心,False,True,True,both_TN
ja,心当たり,心当たり,心当たり,心当たり,False,True,True,both_TN
ja,心理,心理,心理,心理,False,True,True,both_TN
ja,心配,心配,心配,心配,False,True,True,both_TN
ja,必修,必修,必修,必修,False,True,True,both_TN
ja,必要,必要,必要,必要,False,True,True,both_TN
ja,必要性,必要性,必要性,必要性,False,True,True,both_TN
ja,忘れ,忘れ,忘れ,忘れ,False,True,True,both_TN
ja,応え,答え,応え,応え,True,False,False,both_wrong
ja,応援,応援,応援,応援,False,True,True,both_TN
ja,怒,怒,怒,怒,False,True,True,both_TN
ja,怒っ,怒っ,怒っ,怒っ,False,True,True,both_TN
ja,怖い,怖い,怖い,怖い,False,True,True,both_TN
ja,怖かっ,怖かっ,怖かっ,怖かっ,False,True,True,both_TN
ja,怖く,怖く,怖く,怖く,False,True,True,both_TN
ja,思い,思い,思い,思い,False,True,True,both_TN
ja,思い出し,思い出し,思い出し,思い出し,False,True,True,both_TN
ja,思い切っ,思い切っ,思い切っ,思い切っ,False,True,True,both_TN
ja,思う,思う,思う,思う,False,True,True,both_TN
ja,思える,思える,思える,思える,False,True,True,both_TN
ja,思っ,思っ,思っ,思っ,False,True,True,both_TN
ja,思わ,思わ,思わ,思わ,False,True,True,both_TN
ja,思春期,思春期,思春期,思春期,False,True,True,both_TN
ja,思案,思案,思案,思案,False,True,True,both_TN
ja,思考,思考,思考,思考,False,True,True,both_TN
ja,性,性,性,性,False,True,True,both_TN
ja,性格,性格,性格,性格,False,True,True,both_TN
ja,恋,恋,恋,恋,False,True,True,both_TN
ja,恋人,恋人,恋人,恋人,False,True,True,both_TN
ja,恋愛,恋愛,恋愛,恋愛,False,True,True,both_TN
ja,恥ずかしいっ,恥ずかしい,恥ずかしいっ,恥ずかしいっ,True,False,False,both_wrong
ja,息切れ,息切れ,息切れ,息切れ,False,True,True,both_TN
ja,悔しい,悔しい,悔しい,悔しい,False,True,True,both_TN
ja,悩み,悩み,悩み,悩み,False,True,True,both_TN
ja,悩ん,悩ん,悩ん,悩ん,False,True,True,both_TN
ja,悪,,悪,悪,True,False,False,both_wrong
ja,悪い,悪い,悪い,悪い,False,True,True,both_TN
ja,悪かっ,悪かっ,悪かっ,悪かっ,False,True,True,both_TN
ja,悲しい,悲しい,悲しい,悲しい,False,True,True,both_TN
ja,悲しく,悲しく,悲しく,悲しく,False,True,True,both_TN
ja,情報,情報,情報,情報,False,True,True,both_TN
ja,情報源,情報源,情報源,情報源,False,True,True,both_TN
ja,情景,情景,情景,情景,False,True,True,both_TN
ja,想っ,想っ,想っ,想っ,False,True,True,both_TN
ja,想像,想像,想像,想像,False,True,True,both_TN
ja,惹か,惹か,惹か,惹か,False,True,True,both_TN
ja,意味,意味,意味,意味,False,True,True,both_TN
ja,意外と,意外と,意外と,意外と,False,True,True,both_TN
ja,意見,意見,意見,意見,False,True,True,both_TN
ja,愛しい,愛しい,愛しい,愛しい,False,True,True,both_TN
ja,愛する,愛する,愛する,愛する,False,True,True,both_TN
ja,感じ,感じ,感じ,感じ,False,True,True,both_TN
ja,感じる,感じる,感じる,感じる,False,True,True,both_TN
ja,感想,感想,感想,感想,False,True,True,both_TN
ja,感覚,感覚,感覚,感覚,False,True,True,both_TN
ja,慢性,慢性,慢性,慢性,False,True,True,both_TN
ja,憎しみ,憎しみ,憎しみ,憎しみ,False,True,True,both_TN
ja,憎悪,憎悪,憎悪,憎悪,False,True,True,both_TN
ja,懐かしい,懐かしい,懐かしい,懐かしい,False,True,True,both_TN
ja,成分,成分,成分,成分,False,True,True,both_TN
ja,成功,成功,成功,成功,False,True,True,both_TN
ja,我,我,我,我,False,True,True,both_TN
ja,我が,我が,我が,我が,False,True,True,both_TN
ja,我儘,我儘,我儘,我儘,False,True,True,both_TN
ja,我慢,我慢,我慢,我慢,False,True,True,both_TN
ja,戦わ,戦わ,戦わ,戦わ,False,True,True,both_TN
ja,戸惑っ,戸惑っ,戸惑っ,戸惑っ,False,True,True,both_TN
ja,戻ら,戻ら,戻ら,戻ら,False,True,True,both_TN
ja,戻り,戻り,戻り,戻り,False,True,True,both_TN
ja,戻る,戻る,戻る,戻る,False,True,True,both_TN
ja,所存,所存,所存,所存,False,True,True,both_TN
ja,所属,所属,所属,所属,False,True,True,both_TN
ja,所持,所持,所持,所持,False,True,True,both_TN
ja,手,手,手,手,False,True,True,both_TN
ja,手元,手元,手元,手元,False,True,True,both_TN
ja,手前,手前,手前,手前,False,True,True,both_TN
ja,手紙,手紙,手紙,手紙,False,True,True,both_TN
ja,手間,手間,手間,手間,False,True,True,both_TN
ja,打ち合わせ,打ち合わせ,打ち合わせ,打ち合わせ,False,True,True,both_TN
ja,打開,打開,打開,打開,False,True,True,both_TN
ja,扱い,扱い,扱い,扱い,False,True,True,both_TN
ja,抜い,抜い,抜い,抜い,False,True,True,both_TN
ja,抜か,抜か,抜か,抜か,False,True,True,both_TN
ja,抜ける,抜ける,抜ける,抜ける,False,True,True,both_TN
ja,抜群,抜群,抜群,抜群,False,True,True,both_TN
ja,抱え込ん,抱え込ん,抱え込ん,抱え込ん,False,True,True,both_TN
ja,押し付ける,押し付ける,押し付ける,押し付ける,False,True,True,both_TN
ja,拒絶反応,拒絶反応,拒絶反応,拒絶反応,False,True,True,both_TN
ja,拙者,拙者,拙者,拙者,False,True,True,both_TN
ja,拝見,拝見,拝見,拝見,False,True,True,both_TN
ja,持た,持た,持た,持た,False,True,True,both_TN
ja,持ち,持ち,持ち,持ち,False,True,True,both_TN
ja,持ち直し,持ち直し,持ち直し,持ち直し,False,True,True,both_TN
ja,持ち直せ,持ち直せ,持ち直せ,持ち直せ,False,True,True,both_TN
ja,持っ,持っ,持っ,持っ,False,True,True,both_TN
ja,指し,指し,指し,指し,False,True,True,both_TN
ja,指す,指す,指す,指す,False,True,True,both_TN
ja,指輪,指輪,指輪,指輪,False,True,True,both_TN
ja,振り,振り,振り,振り,False,True,True,both_TN
ja,振り返り,振り返り,振り返り,振り返り,False,True,True,both_TN
ja,挿入,挿入,挿入,挿入,False,True,True,both_TN
ja,捉える,捉える,捉える,捉える,False,True,True,both_TN
ja,捻出,捻出,捻出,捻出,False,True,True,both_TN
ja,授業,授業,授業,授業,False,True,True,both_TN
ja,掘っ,掘っ,掘っ,掘っ,False,True,True,both_TN
ja,掛かっ,掛かっ,掛かっ,掛かっ,False,True,True,both_TN
ja,掛け,掛け,掛け,掛け,False,True,True,both_TN
ja,掛けて,掛けて,掛けて,掛けて,False,True,True,both_TN
ja,採用,採用,採用,採用,False,True,True,both_TN
ja,推し,推し な の は,推し,推し,True,False,False,both_wrong
ja,搭乗,搭乗,搭乗,搭乗,False,True,True,both_TN
ja,撃退,撃退,撃退,撃退,False,True,True,both_TN
ja,撮っ,撮っ,撮っ,撮っ,False,True,True,both_TN
ja,撮影,撮影,撮影,撮影,False,True,True,both_TN
ja,支出,支出,支出,支出,False,True,True,both_TN
ja,支払い,支払い,支払い,支払い,False,True,True,both_TN
ja,改めて,改めて,改めて,改めて,False,True,True,both_TN
ja,攻め,攻め,攻め,攻め,False,True,True,both_TN
ja,放置,放置,放置,放置,False,True,True,both_TN
ja,救え,救え,救え,救え,False,True,True,both_TN
ja,救える,救える,救える,救える,False,True,True,both_TN
ja,救わ,救わ,救わ,救わ,False,True,True,both_TN
ja,救急車,救急車,救急車,救急車,False,True,True,both_TN
ja,教え,教え,教え,教え,False,True,True,both_TN
ja,教会,教会,教会,教会,False,True,True,both_TN
ja,教科書,教科書,教科書,教科書,False,True,True,both_TN
ja,教訓,教訓,教訓,教訓,False,True,True,both_TN
ja,散漫,散漫,散漫,散漫,False,True,True,both_TN
ja,散見,散見,散見,散見,False,True,True,both_TN
ja,数,数,数,数,False,True,True,both_TN
ja,数多く,数多く,数多く,数多く,False,True,True,both_TN
ja,数字,数字,数字,数字,False,True,True,both_TN
ja,整理,整理,整理,整理,False,True,True,both_TN
ja,文,文,文,文,False,True,True,both_TN
ja,文字,文字,文字,文字,False,True,True,both_TN
ja,文字通り,文字通り,文字通り,文字通り,False,True,True,both_TN
ja,文学,文学,文学,文学,False,True,True,both_TN
ja,文法,文法,文法,文法,False,True,True,both_TN
ja,文章,文章,文章,文章,False,True,True,both_TN
ja,文章力,文章力,文章力,文章力,False,True,True,both_TN
ja,新型,新型コロナウイルス感染症,新型,新型,True,False,False,both_wrong
ja,新約聖書,新約聖書,新約聖書,新約聖書,False,True,True,both_TN
ja,方,方,方,方,False,True,True,both_TN
ja,方式,方式,方式,方式,False,True,True,both_TN
ja,方法,方法,方法,方法,False,True,True,both_TN
ja,旅,旅,旅,旅,False,True,True,both_TN
ja,日,日,日,日,False,True,True,both_TN
ja,日常,日常,日常,日常,False,True,True,both_TN
ja,日常生活,日常生活,日常生活,日常生活,False,True,True,both_TN
ja,日本一,日本一,日本一,日本一,False,True,True,both_TN
ja,早,早,早,早,False,True,True,both_TN
ja,早い,早い,早い,早い,False,True,True,both_TN
ja,早く,早く,早く,早く,False,True,True,both_TN
ja,早起き,早起き,早起き,早起き,False,True,True,both_TN
ja,明日,明日,明日,明日,False,True,True,both_TN
ja,昔,昔,昔,昔,False,True,True,both_TN
ja,映画,映画,映画,映画,False,True,True,both_TN
ja,映画化,映画化,映画化,映画化,False,True,True,both_TN
ja,昨日,昨日,昨日,昨日,False,True,True,both_TN
ja,昼,昼,昼,昼,False,True,True,both_TN
ja,時,時,時,時,False,True,True,both_TN
ja,時々,時々,時々,時々,False,True,True,both_TN
ja,時代,時代,時代,時代,False,True,True,both_TN
ja,時点,時点,時点,時点,False,True,True,both_TN
ja,時間,時間,時間,時間,False,True,True,both_TN
ja,晩ご飯,晩ご飯,晩ご飯,晩ご飯,False,True,True,both_TN
ja,普段,普段,普段,普段,False,True,True,both_TN
ja,普通,普通,普通,普通,False,True,True,both_TN
ja,普通に,普通に,普通に,普通に,False,True,True,both_TN
ja,暇,暇,暇,暇,False,True,True,both_TN
ja,暑いっ,暑い,暑いっ,暑いっ,True,False,False,both_wrong
ja,曲,曲,曲,曲,False,True,True,both_TN
ja,更新,更新,更新,更新,False,True,True,both_TN
ja,書い,書い,書い,書い,False,True,True,both_TN
ja,書き,書き,書き,書き,False,True,True,both_TN
ja,書き出す,書き出す,書き出す,書き出す,False,True,True,both_TN
ja,書く,書く,書く,書く,False,True,True,both_TN
ja,書ける,書ける,書ける,書ける,False,True,True,both_TN
ja,書籍,書籍,書籍,書籍,False,True,True,both_TN
ja,書評,書評,書評,書評,False,True,True,both_TN
ja,最,最悪,最,最,True,False,False,both_wrong
ja,最後,最後,最後,最後,False,True,True,both_TN
ja,最終回,最終回,最終回,最終回,False,True,True,both_TN
ja,最近,最近,最近,最近,False,True,True,both_TN
ja,最高,最高,最高,最高,False,True,True,both_TN
ja,月曜,月曜日,月曜日,月曜,True,True,False,A_only_correct
ja,有効,有効,有効,有効,False,True,True,both_TN
ja,有名,有名,有名,有名,False,True,True,both_TN
ja,有料,有料,有料,有料,False,True,True,both_TN
ja,服,服,服,服,False,True,True,both_TN
ja,朝,朝,朝,朝,False,True,True,both_TN
ja,朝が,朝が,朝が,朝が,False,True,True,both_TN
ja,朝部,朝部,朝部,朝部,False,True,True,both_TN
ja,朝食,朝食,朝食,朝食,False,True,True,both_TN
ja,期待,期待,期待,期待,False,True,True,both_TN
ja,未来は今,未来は今,未来は今,未来は今,False,True,True,both_TN
ja,未知,未知,未知,未知,False,True,True,both_TN
ja,本,本,本,本,False,True,True,both_TN
ja,本名,本名,本名,本名,False,True,True,both_TN
ja,本当,本当,本当,本当,False,True,True,both_TN
ja,本当に,本当に,本当に,本当に,False,True,True,both_TN
ja,本戦,本戦,本戦,本戦,False,True,True,both_TN
ja,机,机,机,机,False,True,True,both_TN
ja,来,来,来,来,False,True,True,both_TN
ja,来る,来る,来る,来る,False,True,True,both_TN
ja,東京喰種,東京喰種,東京喰種,東京喰種,False,True,True,both_TN
ja,架空,架空,架空,架空,False,True,True,both_TN
ja,柄,柄,柄,柄,False,True,True,both_TN
ja,根回し,根回し,根回し,根回し,False,True,True,both_TN
ja,桁,桁,桁,桁,False,True,True,both_TN
ja,梅雨,梅雨,梅雨,梅雨,False,True,True,both_TN
ja,棚上げ,棚上げ し ます,棚上げ,棚上げ,True,False,False,both_wrong
ja,検索,検索,検索,検索,False,True,True,both_TN
ja,検診,検診,検診,検診,False,True,True,both_TN
ja,業務,業務,業務,業務,False,True,True,both_TN
ja,極力,極力,極力,極力,False,True,True,both_TN
ja,楽,楽,楽,楽,False,True,True,both_TN
ja,楽し,楽し,楽し,楽し,False,True,True,both_TN
ja,楽しい,楽しい,楽しい,楽しい,False,True,True,both_TN
ja,楽しかっ,楽しかっ,楽しかっ,楽しかっ,False,True,True,both_TN
ja,楽しく,楽しく,楽しく,楽しく,False,True,True,both_TN
ja,楽しさ,楽しさ,楽しさ,楽しさ,False,True,True,both_TN
ja,楽しみ,楽しみ,楽しみ,楽しみ,False,True,True,both_TN
ja,楽しむ,楽しむ,楽しむ,楽しむ,False,True,True,both_TN
ja,構想,構想,構想,構想,False,True,True,both_TN
ja,様,様,様,様,False,True,True,both_TN
ja,模索,模索,模索,模索,False,True,True,both_TN
ja,権威,権威,権威,権威,False,True,True,both_TN
ja,機会,機会,機会,機会,False,True,True,both_TN
ja,機内食,機内食,機内食,機内食,False,True,True,both_TN
ja,機材,機材,機材,機材,False,True,True,both_TN
ja,機能,機能,機能,機能,False,True,True,both_TN
ja,次,次,次,次,False,True,True,both_TN
